DISTRITO,AÑO,MES,DÍA,PRECIPITACIÓN,T MAX,T MINIMA
VIQUES,2011,8,25,0,20.1,3
VIQUES,2011,8,26,0,21.2,2.5
VIQUES,2011,8,27,0,22.2,2.7
VIQUES,2011,8,28,0,22.9,5.1
VIQUES,2011,8,29,0,21.8,9
VIQUES,2011,8,30,0,21.5,6.2
VIQUES,2011,8,31,0,20.6,7.2
VIQUES,2011,9,1,0,20.2,7.1
VIQUES,2011,9,2,0,20.5,5.8
VIQUES,2011,9,3,0,20.7,1
VIQUES,2011,9,4,0,21.9,2
VIQUES,2011,9,5,0,22.7,2.7
VIQUES,2011,9,6,0,20.8,6.2
VIQUES,2011,9,7,0,23.8,4.5
VIQUES,2011,9,8,0,23.9,2.2
VIQUES,2011,9,9,0,24,5.4
VIQUES,2011,9,10,0,21.8,9.1
VIQUES,2011,9,11,0,19,6.8
VIQUES,2011,9,12,0,19.2,8.8
VIQUES,2011,9,13,3.5,20,8.7
VIQUES,2011,9,14,8.2,19.8,9.1
VIQUES,2011,9,15,1.4,19.9,8.4
VIQUES,2011,9,16,0,21.7,9
VIQUES,2011,9,17,0,20.9,10.4
VIQUES,2011,9,18,6.5,16.2,9.5
VIQUES,2011,9,19,12.1,20.8,10
VIQUES,2011,9,20,0,20.1,9.2
VIQUES,2011,9,21,3.6,21.8,0.1
VIQUES,2011,9,22,8.7,20.4,9.4
VIQUES,2011,9,23,3.5,21.9,6.1
VIQUES,2011,9,24,10.3,20.7,9.5
VIQUES,2011,9,25,7.6,17.8,9.4
VIQUES,2011,9,26,1,21.2,9.7
VIQUES,2011,9,27,0,17.9,10
VIQUES,2011,9,28,0,20.7,10.2
VIQUES,2011,9,29,3,21.2,9.8
VIQUES,2011,9,30,0,21.3,10.1
VIQUES,2011,10,1,0,22.5,9.2
VIQUES,2011,10,2,0,20.4,7.8
VIQUES,2011,10,3,0.9,22,5
VIQUES,2011,10,4,0,22.9,8.8
VIQUES,2011,10,5,0,21.5,7.5
VIQUES,2011,10,6,12.7,22.4,11.3
VIQUES,2011,10,7,6.1,19.9,9.1
VIQUES,2011,10,8,8,18.8,9.4
VIQUES,2011,10,9,5.6,18.9,9.2
VIQUES,2011,10,10,4.1,17,9.6
VIQUES,2011,10,11,0,21,6.3
VIQUES,2011,10,12,0,19.9,6.1
VIQUES,2011,10,13,0,23.6,2.9
VIQUES,2011,10,14,0,24.2,3.4
VIQUES,2011,10,15,0,23.8,6.5
VIQUES,2011,10,16,0,22.9,5.8
VIQUES,2011,10,17,0,23.8,6
VIQUES,2011,10,18,0,21.5,6.2
VIQUES,2011,10,19,1.8,21.8,6.2
VIQUES,2011,10,20,0,20.1,9.7
VIQUES,2011,10,21,0,23.6,9.5
VIQUES,2011,10,22,0,23.2,3.8
VIQUES,2011,10,23,5.2,22.8,7.2
VIQUES,2011,10,24,0,21.2,9
VIQUES,2011,10,25,0,23.6,6.1
VIQUES,2011,10,26,0,22.8,5.1
VIQUES,2011,10,27,1.1,22.2,8.9
VIQUES,2011,10,28,0,18.7,7.6
VIQUES,2011,10,29,1.3,22.5,9.6
VIQUES,2011,10,30,6.6,23.4,8.2
VIQUES,2011,10,31,0,19.9,8.1
VIQUES,2011,11,1,1.5,23.4,8.8
VIQUES,2011,11,2,0,21.4,9.8
VIQUES,2011,11,3,4.3,22.4,10.4
VIQUES,2011,11,4,1.2,20.9,7.8
VIQUES,2011,11,5,0,23.5,6.9
VIQUES,2011,11,6,0,25,9.1
VIQUES,2011,11,7,0,22,11.7
VIQUES,2011,11,8,0,23.7,10
VIQUES,2011,11,9,0,25.8,4.5
VIQUES,2011,11,10,0,24.9,6.5
VIQUES,2011,11,11,5.7,23.5,5.8
VIQUES,2011,11,12,0,21,7.9
VIQUES,2011,11,13,0,23.7,8
VIQUES,2011,11,14,0,22.9,8.1
VIQUES,2011,11,15,0,21.8,3.5
VIQUES,2011,11,16,0,22.1,8.8
VIQUES,2011,11,17,2.2,22.9,8.5
VIQUES,2011,11,18,11.7,20,9.3
VIQUES,2011,11,19,0.5,19.8,7.3
VIQUES,2011,11,20,2.1,21.8,7.9
VIQUES,2011,11,21,0,20.4,8.1
VIQUES,2011,11,22,14.2,18.9,10.5
VIQUES,2011,11,23,0,17.3,8
VIQUES,2011,11,24,0,23.8,7.2
VIQUES,2011,11,25,0,23.6,6.4
VIQUES,2011,11,26,7.8,23.7,6.7
VIQUES,2011,11,27,4.8,21.7,7.1
VIQUES,2011,11,28,0,21.8,6.2
VIQUES,2011,11,29,0,20.6,5.4
VIQUES,2011,11,30,0,24.9,9.7
VIQUES,2011,12,1,0,21.7,9.7
VIQUES,2011,12,2,0,22.9,8.7
VIQUES,2011,12,3,5.5,22.7,9.1
VIQUES,2011,12,4,0,23.9,4.1
VIQUES,2011,12,5,0,23.2,7.5
VIQUES,2011,12,6,0,19.8,8.4
VIQUES,2011,12,7,0,20.8,10.2
VIQUES,2011,12,8,0,19.2,6.9
VIQUES,2011,12,9,0,20.9,9.7
VIQUES,2011,12,10,17.5,20,9.9
VIQUES,2011,12,11,6,16.3,7
VIQUES,2011,12,12,0.9,20.3,9.1
VIQUES,2011,12,13,0,22.2,7.1
VIQUES,2011,12,14,32.6,18,7.3
VIQUES,2011,12,15,6.5,14.2,6.9
VIQUES,2011,12,16,7.6,19.4,8.8
VIQUES,2011,12,17,0,19.2,7.8
VIQUES,2011,12,18,0,19.8,7.9
VIQUES,2011,12,19,2.4,17.9,8.4
VIQUES,2011,12,20,4.6,15.6,9.1
VIQUES,2011,12,21,17,15.9,7.9
VIQUES,2011,12,22,4.5,12.9,7
VIQUES,2011,12,23,0,21.3,7.2
VIQUES,2011,12,24,6.5,19.2,4.5
VIQUES,2011,12,25,5.8,15.9,4.9
VIQUES,2011,12,26,0,21.1,3.2
VIQUES,2011,12,27,4.2,16.7,9.9
VIQUES,2011,12,28,0.5,17.9,9
VIQUES,2011,12,29,0,15.9,9.2
VIQUES,2011,12,30,0,18.3,9.1
VIQUES,2011,12,31,6.5,17.8,10.1
VIQUES,2012,1,1,3.8,21.9,6.6
VIQUES,2012,1,2,5.7,22.2,8
VIQUES,2012,1,3,1.1,22.4,6.9
VIQUES,2012,1,4,0,21.9,7.1
VIQUES,2012,1,5,8.8,14.9,9.1
VIQUES,2012,1,6,0.9,17.8,8.4
VIQUES,2012,1,7,0,17.7,8.6
VIQUES,2012,1,8,5.9,18.8,6.9
VIQUES,2012,1,9,1,20.8,8.7
VIQUES,2012,1,10,0,22.9,5.1
VIQUES,2012,1,11,4.6,22.8,4.4
VIQUES,2012,1,12,0,21.9,9.1
VIQUES,2012,1,13,1.5,21.6,11.5
VIQUES,2012,1,14,0,20.9,6.1
VIQUES,2012,1,15,0,21.9,8.1
VIQUES,2012,1,16,7.1,18.5,4.1
VIQUES,2012,1,17,2.5,19,5.1
VIQUES,2012,1,18,4.6,18.9,8.8
VIQUES,2012,1,19,4.7,19.8,8.3
VIQUES,2012,1,20,24.3,15.9,9
VIQUES,2012,1,21,2.8,20.2,7.8
VIQUES,2012,1,22,9.1,20.7,7
VIQUES,2012,1,23,0,21.8,4.9
VIQUES,2012,1,24,0,21.5,6.5
VIQUES,2012,1,25,0,14.9,6.7
VIQUES,2012,1,26,0,19.8,9.1
VIQUES,2012,1,27,13.5,18.3,10.1
VIQUES,2012,1,28,5.6,18.9,8.9
VIQUES,2012,1,29,6.7,19.7,9.5
VIQUES,2012,1,30,1.3,18.8,9.1
VIQUES,2012,1,31,0,21.8,7.9
VIQUES,2012,2,1,19.6,20.4,9
VIQUES,2012,2,2,1.7,17.7,8.9
VIQUES,2012,2,3,8.1,20.8,9.8
VIQUES,2012,2,4,4.6,20.2,8.9
VIQUES,2012,2,5,4.1,17.7,9.2
VIQUES,2012,2,6,30.1,16.2,10.1
VIQUES,2012,2,7,57.7,16.7,7.9
VIQUES,2012,2,8,6.2,17.3,8.8
VIQUES,2012,2,9,0,19.7,8.6
VIQUES,2012,2,10,3.3,17.3,10
VIQUES,2012,2,11,2.9,20.9,9
VIQUES,2012,2,12,4.1,20.5,8
VIQUES,2012,2,13,5,18.2,9.5
VIQUES,2012,2,14,0,18.6,5.7
VIQUES,2012,2,15,0,21.2,6.7
VIQUES,2012,2,16,0,16.9,5
VIQUES,2012,2,17,5.5,19.8,8.7
VIQUES,2012,2,18,6.2,16.8,8.1
VIQUES,2012,2,19,1.6,17.7,8.9
VIQUES,2012,2,20,3.3,21.4,8.7
VIQUES,2012,2,21,0,21.2,4.8
VIQUES,2012,2,22,10.8,18.8,8.7
VIQUES,2012,2,23,0,19.1,8.2
VIQUES,2012,2,24,0,20.9,9
VIQUES,2012,2,25,0,22.3,7.1
VIQUES,2012,2,26,2.4,20.4,5
VIQUES,2012,2,27,0,17.8,9.3
VIQUES,2012,2,28,19.2,19.8,8.5
VIQUES,2012,2,29,7.4,18,6.8
VIQUES,2012,3,1,1.4,17.9,7.8
VIQUES,2012,3,2,6.6,17.5,7.6
VIQUES,2012,3,3,5.6,17.8,8
VIQUES,2012,3,4,3,16.9,8.4
VIQUES,2012,3,5,1.4,18.3,9.1
VIQUES,2012,3,6,5.3,18.2,8.1
VIQUES,2012,3,7,19.4,17.1,9
VIQUES,2012,3,8,16.7,18.4,7.7
VIQUES,2012,3,9,5.4,17.2,8.9
VIQUES,2012,3,10,0,16.9,7.8
VIQUES,2012,3,11,3.3,17.4,8
VIQUES,2012,3,12,1.7,19.5,8.5
VIQUES,2012,3,13,0,18.9,7.8
VIQUES,2012,3,14,13.1,20.8,4.1
VIQUES,2012,3,15,0,17.8,9
VIQUES,2012,3,16,0,18.7,8
VIQUES,2012,3,17,0,21.8,9.4
VIQUES,2012,3,18,0,20.9,7.3
VIQUES,2012,3,19,0.6,19.9,8.4
VIQUES,2012,3,20,4.5,19,6
VIQUES,2012,3,21,0,20.7,7
VIQUES,2012,3,22,0,20.9,4.3
VIQUES,2012,3,23,0,19.2,5.2
VIQUES,2012,3,24,0,19.4,6.3
VIQUES,2012,3,25,2.1,18.3,7.7
VIQUES,2012,3,26,0,19.6,7.6
VIQUES,2012,3,27,0,19.6,8.9
VIQUES,2012,3,28,0,15.4,8.1
VIQUES,2012,3,29,1.3,20.5,6.7
VIQUES,2012,3,30,0,18,7.7
VIQUES,2012,3,31,0.7,19,9.1
VIQUES,2012,4,1,0,20.7,8.4
VIQUES,2012,4,2,0,19.8,6.1
VIQUES,2012,4,3,0,20,7.8
VIQUES,2012,4,4,11.9,19.1,8
VIQUES,2012,4,5,1.5,19.5,8.1
VIQUES,2012,4,6,0.5,19.3,8
VIQUES,2012,4,7,11.8,19.2,5.4
VIQUES,2012,4,8,0,18.8,5.8
VIQUES,2012,4,9,9.8,20.5,8.5
VIQUES,2012,4,10,4.2,17.6,7.2
VIQUES,2012,4,11,18.9,15.4,7.9
VIQUES,2012,4,12,6.4,18.9,7.5
VIQUES,2012,4,13,3.5,20.9,7.4
VIQUES,2012,4,14,9.5,19.2,7.8
VIQUES,2012,4,15,0.8,18.1,3.6
VIQUES,2012,4,16,6.7,20.2,8.7
VIQUES,2012,4,17,9.3,11.5,7.9
VIQUES,2012,4,18,1,19.1,6.5
VIQUES,2012,4,19,0,19.3,8.8
VIQUES,2012,4,20,0,18.3,6.5
VIQUES,2012,4,21,0,20.1,4.3
VIQUES,2012,4,22,12.3,19.9,8.3
VIQUES,2012,4,23,0.7,16.5,7.9
VIQUES,2012,4,24,0.9,19.9,9.1
VIQUES,2012,4,25,6.6,20.3,8.7
VIQUES,2012,4,26,5.1,20.6,6.2
VIQUES,2012,4,27,0.7,20.8,5.2
VIQUES,2012,4,28,0,21.2,3.7
VIQUES,2012,4,29,0,20.7,6.1
VIQUES,2012,4,30,0,21.5,4.2
VIQUES,2012,5,1,0,18.8,6.9
VIQUES,2012,5,2,0,19,5.8
VIQUES,2012,5,3,0,20.7,9.1
VIQUES,2012,5,4,0,20.9,3.5
VIQUES,2012,5,5,0,20.4,5
VIQUES,2012,5,6,0,19.1,4.2
VIQUES,2012,5,7,0,20.8,1.8
VIQUES,2012,5,8,0,16.7,3.5
VIQUES,2012,5,9,0,20.2,5.5
VIQUES,2012,5,10,0,21.7,1.1
VIQUES,2012,5,11,4.4,21.9,2
VIQUES,2012,5,12,0,21.1,6.9
VIQUES,2012,5,13,0,21,4
VIQUES,2012,5,14,0,21.2,1.3
VIQUES,2012,5,15,0,21.8,3.8
VIQUES,2012,5,16,0,21.6,6
VIQUES,2012,5,17,6.4,21.3,9.8
VIQUES,2012,5,18,0,21.9,8.7
VIQUES,2012,5,19,0,22.5,4.8
VIQUES,2012,5,20,0,21,5.1
VIQUES,2012,5,21,9.1,20.8,6.8
VIQUES,2012,5,22,0.3,19.6,8
VIQUES,2012,5,23,0,18.4,7.8
VIQUES,2012,5,24,0.8,19.7,8.1
VIQUES,2012,5,25,0,20.9,1.9
VIQUES,2012,5,26,0,21.2,3
VIQUES,2012,5,27,0,21.8,-0.3
VIQUES,2012,5,28,0,21.4,-0.5
VIQUES,2012,5,29,0,20.8,-1.1
VIQUES,2012,5,30,0,21.1,-0.2
VIQUES,2012,5,31,0,19.9,4.1
VIQUES,2012,6,1,0,19.9,1.5
VIQUES,2012,6,2,0,20.5,1.4
VIQUES,2012,6,3,0,21.5,0.8
VIQUES,2012,6,4,9.8,21.8,3.1
VIQUES,2012,6,5,0,19,3.9
VIQUES,2012,6,6,0,19.1,6.7
VIQUES,2012,6,7,0,19.5,6.5
VIQUES,2012,6,8,6.8,19.9,8
VIQUES,2012,6,9,3.1,17.8,6.9
VIQUES,2012,6,10,0,19.8,3
VIQUES,2012,6,11,0,18.5,0.1
VIQUES,2012,6,12,0,19.1,-0.9
VIQUES,2012,6,13,0,19.2,-2
VIQUES,2012,6,14,0,19,-0.9
VIQUES,2012,6,15,0,21.2,0.4
VIQUES,2012,6,16,0,21.9,2
VIQUES,2012,6,17,0,20.9,0.9
VIQUES,2012,6,18,0,22.5,4
VIQUES,2012,6,19,0,21.6,3.1
VIQUES,2012,6,20,0,22,7.2
VIQUES,2012,6,21,0,22.3,0.9
VIQUES,2012,6,22,0,22.5,1.8
VIQUES,2012,6,23,0,21.1,2.9
VIQUES,2012,6,24,0,16.6,6.8
VIQUES,2012,6,25,0,18.2,6.1
VIQUES,2012,6,26,0,19.5,3.8
VIQUES,2012,6,27,0,21.8,3.5
VIQUES,2012,6,28,0,21.4,0.1
VIQUES,2012,6,29,0,21,-0.8
VIQUES,2012,6,30,0,21.7,-1
VIQUES,2012,7,1,0,18.8,0.1
VIQUES,2012,7,2,0,20.7,-0.3
VIQUES,2012,7,3,0,19.9,-1
VIQUES,2012,7,4,3.7,21.4,0.8
VIQUES,2012,7,5,1.9,19.8,0.9
VIQUES,2012,7,6,0,18.1,1.1
VIQUES,2012,7,7,0,18,5.1
VIQUES,2012,7,8,0,17.3,6.9
VIQUES,2012,7,9,0,19.7,8.4
VIQUES,2012,7,10,0,20.6,2.4
VIQUES,2012,7,11,0,21.6,-0.8
VIQUES,2012,7,12,0,23.2,-0.9
VIQUES,2012,7,13,0,22.2,-2.1
VIQUES,2012,7,14,0,21.9,-0.9
VIQUES,2012,7,15,0,20.5,0.2
VIQUES,2012,7,16,0,21.8,0.1
VIQUES,2012,7,17,0,21.9,0.9
VIQUES,2012,7,18,0,19.8,7.6
VIQUES,2012,7,19,0,20.9,-0.9
VIQUES,2012,7,20,0,21.8,-3.2
VIQUES,2012,7,21,0,21.1,-4.8
VIQUES,2012,7,22,0,21.3,-3.9
VIQUES,2012,7,23,0,22.1,-2.8
VIQUES,2012,7,24,0,22.3,-1.5
VIQUES,2012,7,25,0,21.2,-0.4
VIQUES,2012,7,26,0,20.9,0.1
VIQUES,2012,7,27,0,19.9,2.5
VIQUES,2012,7,28,0,20.9,3.1
VIQUES,2012,7,29,0,21.7,3.8
VIQUES,2012,7,30,0,21.2,5.7
VIQUES,2012,7,31,0,21,1.7
VIQUES,2012,8,1,0,21.8,8.9
VIQUES,2012,8,2,0,22.3,1.7
VIQUES,2012,8,3,0,23.4,0.5
VIQUES,2012,8,4,0,22.5,0.7
VIQUES,2012,8,5,0,19.8,2.5
VIQUES,2012,8,6,0,21.3,0.5
VIQUES,2012,8,7,0,21.8,-4.3
VIQUES,2012,8,8,0,21.7,-4.7
VIQUES,2012,8,9,0,20.9,-4.5
VIQUES,2012,8,10,0,21,-2.8
VIQUES,2012,8,11,0,22.7,-1.8
VIQUES,2012,8,12,0,22.8,-0.4
VIQUES,2012,8,13,0,21.2,1.7
VIQUES,2012,8,14,0,22.9,6.1
VIQUES,2012,8,15,0,22.7,1.7
VIQUES,2012,8,16,0,21,3.2
VIQUES,2012,8,17,0,21.9,0.1
VIQUES,2012,8,18,2.7,21.9,4.9
VIQUES,2012,8,19,0,19.9,3.3
VIQUES,2012,8,20,0,22.5,5
VIQUES,2012,8,21,0,20.8,2.2
VIQUES,2012,8,22,0,21.2,6.7
VIQUES,2012,8,23,0,22.8,6.1
VIQUES,2012,8,24,0,18.3,8.1
VIQUES,2012,8,25,3.5,13.9,9
VIQUES,2012,8,26,0,17.8,6.4
VIQUES,2012,8,27,0,20.5,7.1
VIQUES,2012,8,28,0,20.2,7.8
VIQUES,2012,8,29,0,19.9,3.3
VIQUES,2012,8,30,0,20.7,0.9
VIQUES,2012,8,31,0,21.5,0.7
VIQUES,2012,9,1,0,20.1,1.4
VIQUES,2012,9,2,0,19.9,0.9
VIQUES,2012,9,3,0,17.3,4.1
VIQUES,2012,9,4,0,19.5,6.1
VIQUES,2012,9,5,0,20.9,3.9
VIQUES,2012,9,6,0,21.8,2.9
VIQUES,2012,9,7,0,22.9,1.5
VIQUES,2012,9,8,0,20.2,3.9
VIQUES,2012,9,9,0,17.8,9
VIQUES,2012,9,10,0,21,4.8
VIQUES,2012,9,11,0,22,1.9
VIQUES,2012,9,12,0,22.8,2
VIQUES,2012,9,13,0,19.9,8.8
VIQUES,2012,9,14,0,15.4,7.9
VIQUES,2012,9,15,0,19.5,2.9
VIQUES,2012,9,16,0,22.3,2.1
VIQUES,2012,9,17,0,21.6,6.4
VIQUES,2012,9,18,0,22.9,6.9
VIQUES,2012,9,19,0,23.9,2.9
VIQUES,2012,9,20,16.4,24.5,7
VIQUES,2012,9,21,0,21,4.9
VIQUES,2012,9,22,0,22,2.9
VIQUES,2012,9,23,3.6,18.7,8.6
VIQUES,2012,9,24,5.7,21.2,4.5
VIQUES,2012,9,25,8.7,21.7,5.8
VIQUES,2012,9,26,0,18.2,5.5
VIQUES,2012,9,27,5.2,18,8.4
VIQUES,2012,9,28,6.3,18.6,8.6
VIQUES,2012,9,29,3.7,18.8,6.4
VIQUES,2012,9,30,6.1,20.8,5
VIQUES,2012,10,1,0,20.1,4.8
VIQUES,2012,10,2,0,22.9,4
VIQUES,2012,10,3,0,23.2,5.1
VIQUES,2012,10,4,3.8,23.9,8.8
VIQUES,2012,10,5,1.3,23.5,9
VIQUES,2012,10,6,7.1,23.7,6.8
VIQUES,2012,10,7,2.2,20.8,7.8
VIQUES,2012,10,8,4.9,19.9,7.9
VIQUES,2012,10,9,0,21.7,8.9
VIQUES,2012,10,10,1.7,22.1,6.1
VIQUES,2012,10,11,3.6,21.9,5.1
VIQUES,2012,10,12,0,19.7,9
VIQUES,2012,10,13,0,20.8,5.8
VIQUES,2012,10,14,0,21.6,7.5
VIQUES,2012,10,15,0,24.5,9.7
VIQUES,2012,10,16,0,23.4,9.8
VIQUES,2012,10,17,0,19.6,6.7
VIQUES,2012,10,18,0,20.2,9.6
VIQUES,2012,10,19,0,22.6,7.1
VIQUES,2012,10,20,0,23.1,5.3
VIQUES,2012,10,21,0,22.8,7.4
VIQUES,2012,10,22,0,23.4,9.1
VIQUES,2012,10,23,1.5,23.8,4
VIQUES,2012,10,24,0,18.4,5.3
VIQUES,2012,10,25,0,20.7,7.8
VIQUES,2012,10,26,0,20.3,7.6
VIQUES,2012,10,27,0,21.7,5.8
VIQUES,2012,10,28,7.1,22.9,9.4
VIQUES,2012,10,29,3.1,20.6,7
VIQUES,2012,10,30,6.6,17.6,7.5
VIQUES,2012,10,31,0,19.1,6.2
VIQUES,2012,11,1,0,21.3,5.1
VIQUES,2012,11,2,0,22.5,6.6
VIQUES,2012,11,3,0,18.8,5
VIQUES,2012,11,4,6.8,20.4,9.1
VIQUES,2012,11,5,2.2,19.3,8.5
VIQUES,2012,11,6,5.1,23.5,10.1
VIQUES,2012,11,7,2.7,21.1,10.3
VIQUES,2012,11,8,0,22.6,11.3
VIQUES,2012,11,9,0,24.3,6.7
VIQUES,2012,11,10,0,24.6,7.9
VIQUES,2012,11,11,2.9,20.1,9.4
VIQUES,2012,11,12,0,21.4,4.8
VIQUES,2012,11,13,0,21.5,6.1
VIQUES,2012,11,14,0,22,8
VIQUES,2012,11,15,0,21.6,9.1
VIQUES,2012,11,16,2.3,18.7,8.9
VIQUES,2012,11,17,4.9,17.6,10.4
VIQUES,2012,11,18,1,23.6,10.1
VIQUES,2012,11,19,0,23.9,9.5
VIQUES,2012,11,20,0,24.5,7.9
VIQUES,2012,11,21,0,23.5,8
VIQUES,2012,11,22,0,24.9,6.8
VIQUES,2012,11,23,1,23.8,6.5
VIQUES,2012,11,24,2.6,21.7,7
VIQUES,2012,11,25,0,22.6,8
VIQUES,2012,11,26,0,20.6,8.8
VIQUES,2012,11,27,0,24.9,4.5
VIQUES,2012,11,28,9.7,24.5,6.4
VIQUES,2012,11,29,1,20.5,6
VIQUES,2012,11,30,0,21.9,6.8
VIQUES,2012,12,1,6.3,22.6,7.3
VIQUES,2012,12,2,3.2,21,8.4
VIQUES,2012,12,3,1,19.9,9.4
VIQUES,2012,12,4,0.9,19.4,8.5
VIQUES,2012,12,5,7.3,18.8,9.3
VIQUES,2012,12,6,0,20.1,8.8
VIQUES,2012,12,7,3.2,20.4,8.6
VIQUES,2012,12,8,8.4,20.3,8
VIQUES,2012,12,9,0,20.8,7.9
VIQUES,2012,12,10,0,21.9,10.5
VIQUES,2012,12,11,2.1,23.1,7.5
VIQUES,2012,12,12,2.9,20.7,10.7
VIQUES,2012,12,13,8.6,14.5,9.9
VIQUES,2012,12,14,0,20.4,9.3
VIQUES,2012,12,15,13.7,20.9,11.4
VIQUES,2012,12,16,0,19.9,9.8
VIQUES,2012,12,17,7.5,17.1,9.5
VIQUES,2012,12,18,7.3,20.9,8.4
VIQUES,2012,12,19,0.9,20.7,9.9
VIQUES,2012,12,20,0,17.3,8.5
VIQUES,2012,12,21,4.9,20.4,7.5
VIQUES,2012,12,22,6.8,15.8,9.3
VIQUES,2012,12,23,10,20.1,9
VIQUES,2012,12,24,0,18.6,9.7
VIQUES,2012,12,25,18.4,20.4,9.9
VIQUES,2012,12,26,25.7,20.9,8.4
VIQUES,2012,12,27,3.4,19.1,8.8
VIQUES,2012,12,28,0,21.9,9.1
VIQUES,2012,12,29,1.3,20.1,9.6
VIQUES,2012,12,30,0.7,20.8,9.1
VIQUES,2012,12,31,0,21,9.4
VIQUES,2013,1,1,0,20.7,11.1
VIQUES,2013,1,2,0,20.3,9.8
VIQUES,2013,1,3,0,18.5,9.9
VIQUES,2013,1,4,0,21,10.1
VIQUES,2013,1,5,4.2,22,8.8
VIQUES,2013,1,6,0,23.1,9.8
VIQUES,2013,1,7,0,21.9,8
VIQUES,2013,1,8,0,21.5,9.7
VIQUES,2013,1,9,0,20.5,9.4
VIQUES,2013,1,10,0,19.5,10.5
VIQUES,2013,1,11,7.5,22.3,9.7
VIQUES,2013,1,12,0,21.4,9.1
VIQUES,2013,1,13,0,21.6,5.6
VIQUES,2013,1,14,5.6,21,7.8
VIQUES,2013,1,15,8.2,21.5,8.7
VIQUES,2013,1,16,7.5,19.1,9
VIQUES,2013,1,17,13.4,12.6,8
VIQUES,2013,1,18,1.7,19.9,7.9
VIQUES,2013,1,19,0,21.4,7.1
VIQUES,2013,1,20,12.6,21.9,10.3
VIQUES,2013,1,21,18.7,17.7,10.1
VIQUES,2013,1,22,7.1,12.9,6
VIQUES,2013,1,23,8.2,18.1,6.4
VIQUES,2013,1,24,0,21.3,6.1
VIQUES,2013,1,25,3.6,21.9,6.7
VIQUES,2013,1,26,0,21,5.9
VIQUES,2013,1,27,3.2,19.8,7.7
VIQUES,2013,1,28,0,21.7,8
VIQUES,2013,1,29,0,18.6,6.2
VIQUES,2013,1,30,2.4,21.2,9.7
VIQUES,2013,1,31,1.5,22,8
VIQUES,2013,2,1,0,22.1,9.3
VIQUES,2013,2,2,0,22.4,7
VIQUES,2013,2,3,6.9,20.8,8
VIQUES,2013,2,4,0,18.8,9.4
VIQUES,2013,2,5,5.5,19.4,10.4
VIQUES,2013,2,6,0.3,18.9,10
VIQUES,2013,2,7,4.6,19.7,10.3
VIQUES,2013,2,8,0,19.3,9.8
VIQUES,2013,2,9,31.2,19.1,9.4
VIQUES,2013,2,10,5.1,20.4,8.6
VIQUES,2013,2,11,0,21.8,7.9
VIQUES,2013,2,12,6.5,21.6,7.5
VIQUES,2013,2,13,11.7,21.4,8.9
VIQUES,2013,2,14,4.5,18.7,9
VIQUES,2013,2,15,3.7,19.1,9.7
VIQUES,2013,2,16,1.9,21.4,8.8
VIQUES,2013,2,17,15,20.1,9.1
VIQUES,2013,2,18,12.1,20.5,6.8
VIQUES,2013,2,19,0,17.9,8.7
VIQUES,2013,2,20,8.1,21.1,10
VIQUES,2013,2,21,0.9,17.8,7.5
VIQUES,2013,2,22,7.1,16.9,9.5
VIQUES,2013,2,23,0,18.7,9
VIQUES,2013,2,24,0,19.3,7.8
VIQUES,2013,2,25,12.9,20.7,7.3
VIQUES,2013,2,26,10.6,17,9.8
VIQUES,2013,2,27,3,19.7,7.8
VIQUES,2013,2,28,0.8,17.5,8.5
VIQUES,2013,3,1,6.9,21.1,10.6
VIQUES,2013,3,2,0,17.9,9.7
VIQUES,2013,3,3,0,20.9,8.1
VIQUES,2013,3,4,0,20.5,7.3
VIQUES,2013,3,5,1.9,18.8,9.7
VIQUES,2013,3,6,6.9,21.4,10.1
VIQUES,2013,3,7,11,17.8,10
VIQUES,2013,3,8,4.8,18.7,9.2
VIQUES,2013,3,9,5.8,21.5,8.7
VIQUES,2013,3,10,0,19.8,10.8
VIQUES,2013,3,11,0,19.6,9.1
VIQUES,2013,3,12,2.6,17.8,6.7
VIQUES,2013,3,13,6.7,15.1,8
VIQUES,2013,3,14,1.8,15.7,8.3
VIQUES,2013,3,15,0,17.8,6.7
VIQUES,2013,3,16,11.5,17.8,7.1
VIQUES,2013,3,17,0,16.9,7.6
VIQUES,2013,3,18,0,22.4,7.3
VIQUES,2013,3,19,0,21.8,9.3
VIQUES,2013,3,20,0,19.9,8
VIQUES,2013,3,21,0,21.9,5.7
VIQUES,2013,3,22,0,17.7,8.5
VIQUES,2013,3,23,0,22.8,7.1
VIQUES,2013,3,24,0,22,4.8
VIQUES,2013,3,25,0,22.9,4
VIQUES,2013,3,26,0,23.5,9
VIQUES,2013,3,27,0,20.1,10
VIQUES,2013,3,28,0,21,9.7
VIQUES,2013,3,29,13.1,23,9.5
VIQUES,2013,3,30,4.8,21.8,9.7
VIQUES,2013,3,31,0,22.2,8.2
VIQUES,2013,4,1,0,22.4,5.8
VIQUES,2013,4,2,0,18.6,8.7
VIQUES,2013,4,3,4.2,21.5,4.8
VIQUES,2013,4,4,1.4,21.5,7
VIQUES,2013,4,5,0,19.9,5.7
VIQUES,2013,4,6,0,20.7,8
VIQUES,2013,4,7,0,19.9,5.7
VIQUES,2013,4,8,0,21.7,6.1
VIQUES,2013,4,9,0,21.8,8.9
VIQUES,2013,4,10,0,23.4,7.9
VIQUES,2013,4,11,3.4,23.7,6
VIQUES,2013,4,12,0,22.5,5.8
